"UniqueCarrier" "Origin" "Dest" "Month" "DayOfWeek" "hour" "prop_30" "prop_60" "prop_80" "Time_Delay"
"632" "WN" "HOU" "DAL" 11 7 17 0.140350877192982 0.043859649122807 0.0043859649122807 228
"633" "WN" "DAL" "HOU" 4 7 19 0.140243902439024 0.0670731707317073 0.0182926829268293 164
"634" "WN" "DAL" "HOU" 12 2 19 0.140243902439024 0.0487804878048781 0.00609756097560976 164
"635" "UA" "LAX" "SFO" 3 3 10 0.14 0.0333333333333333 0 150
"636" "AA" "ATL" "DFW" 1 4 0 0.139664804469274 0.0726256983240224 0.00558659217877095 179
"637" "WN" "DAL" "HOU" 4 7 18 0.139664804469274 0.0614525139664804 0.00558659217877095 179
"638" "WN" "DAL" "HOU" 11 5 17 0.13963963963964 0.045045045045045 0.0045045045045045 222
"639" "AA" "ORD" "LGA" 12 4 0 0.13953488372093 0.0755813953488372 0.00581395348837209 172
"640" "WN" "DAL" "HOU" 7 7 16 0.139393939393939 0.0545454545454545 0 165
"641" "AA" "SFO" "DFW" 12 2 0 0.138755980861244 0.0669856459330144 0 209
"642" "NW" "DTW" "MSP" 1 5 15 0.138728323699422 0.0520231213872832 0.00578034682080925 173
"643" "WN" "DAL" "HOU" 11 3 19 0.13855421686747 0.0421686746987952 0 166
"644" "WN" "HOU" "DAL" 12 2 18 0.13855421686747 0.0421686746987952 0.00602409638554217 166
"645" "AA" "DFW" "LAX" 12 1 0 0.138528138528139 0.0779220779220779 0 231
"646" "UA" "SFO" "LAX" 8 3 17 0.138364779874214 0.0880503144654088 0 159
"647" "UA" "SFO" "ORD" 7 1 10 0.138364779874214 0.0754716981132075 0.00628930817610063 159
"648" "WN" "HOU" "DAL" 4 3 19 0.138364779874214 0.050314465408805 0 159
"649" "WN" "HOU" "DAL" 7 2 19 0.138364779874214 0.0314465408805031 0 159
"650" "WN" "HOU" "DAL" 10 7 15 0.138297872340426 0.0531914893617021 0.00531914893617021 188
"651" "AA" "DFW" "SAT" 1 2 0 0.138157894736842 0.0526315789473684 0 152
"652" "UA" "LAX" "SFO" 8 3 10 0.138157894736842 0.0723684210526316 0 152
"653" "UA" "SFO" "LAX" 5 4 17 0.138157894736842 0.0526315789473684 0 152
"654" "WN" "HOU" "DAL" 8 4 15 0.137931034482759 0.0919540229885057 0.0172413793103448 174
"655" "UA" "LAX" "SFO" 5 1 15 0.137724550898204 0.0538922155688623 0 167
"656" "WN" "DAL" "HOU" 1 4 17 0.137614678899083 0.0275229357798165 0 218
"657" "UA" "SFO" "ORD" 7 6 10 0.1375 0.0625 0.00625 160
"658" "WN" "HOU" "DAL" 11 3 20 0.1375 0.04375 0 160
"659" "AA" "DFW" "MCI" 12 2 0 0.137362637362637 0.0714285714285714 0.00549450549450549 182
"660" "WN" "DAL" "HOU" 12 1 18 0.137362637362637 0.043956043956044 0.00549450549450549 182
"661" "UA" "LAX" "SFO" 7 6 15 0.137254901960784 0.0588235294117647 0.0065359477124183 153
"662" "UA" "LAX" "SFO" 11 2 10 0.137254901960784 0.0522875816993464 0 153
"663" "UA" "ORD" "DEN" 12 1 12 0.137254901960784 0.065359477124183 0.0130718954248366 153
"664" "WN" "DAL" "HOU" 4 3 21 0.137254901960784 0.0522875816993464 0 153
"665" "NW" "DTW" "MSP" 3 5 15 0.137142857142857 0.0857142857142857 0.00571428571428571 175
"666" "WN" "DAL" "HOU" 6 4 15 0.136904761904762 0.0357142857142857 0.0119047619047619 168
"667" "WN" "DAL" "HOU" 3 3 18 0.136842105263158 0.0631578947368421 0 190
"668" "WN" "HOU" "DAL" 5 3 20 0.136645962732919 0.0434782608695652 0 161
"669" "AA" "DFW" "SAT" 12 2 0 0.136363636363636 0.0568181818181818 0 176
"670" "UA" "LAX" "SFO" 7 3 11 0.136363636363636 0.0779220779220779 0 154
"671" "UA" "SFO" "LAX" 10 7 16 0.136363636363636 0.038961038961039 0.00649350649350649 154
"672" "WN" "HOU" "DAL" 8 7 21 0.136363636363636 0.038961038961039 0 154
"673" "UA" "LAX" "SFO" 3 3 17 0.135802469135802 0.0493827160493827 0.00617283950617284 162
"674" "UA" "LAX" "SFO" 10 4 18 0.135802469135802 0.0802469135802469 0 162
"675" "WN" "HOU" "DAL" 2 3 18 0.135802469135802 0.0432098765432099 0.0123456790123457 162
"676" "WN" "HOU" "DAL" 6 7 16 0.135802469135802 0.0576131687242798 0.00823045267489712 243
"677" "AA" "DFW" "AUS" 1 2 0 0.135483870967742 0.0451612903225806 0 155
"678" "WN" "HOU" "DAL" 6 2 18 0.135483870967742 0.0709677419354839 0 155
"679" "NW" "MSP" "DTW" 3 6 13 0.135 0.055 0 200
"680" "WN" "HOU" "DAL" 12 5 15 0.134831460674157 0.0393258426966292 0.00561797752808989 178
"681" "WN" "DAL" "HOU" 8 7 17 0.134782608695652 0.0782608695652174 0 230
"682" "UA" "SFO" "LAX" 8 7 11 0.134615384615385 0.0705128205128205 0 156
"683" "UA" "SFO" "LAX" 11 1 18 0.134615384615385 0.0641025641025641 0.00641025641025641 156
"684" "WN" "HOU" "DAL" 1 5 21 0.134615384615385 0.032051282051282 0 156
"685" "WN" "HOU" "DAL" 8 7 17 0.134529147982063 0.0538116591928251 0 223
"686" "WN" "DAL" "HOU" 12 3 15 0.134502923976608 0.0233918128654971 0 171
"687" "WN" "DAL" "HOU" 12 3 16 0.134502923976608 0.0409356725146199 0 171
"688" "WN" "HOU" "DAL" 8 3 17 0.134199134199134 0.0303030303030303 0 231
"689" "UA" "SFO" "LAX" 7 1 17 0.134146341463415 0.0548780487804878 0 164
"690" "WN" "DAL" "HOU" 6 3 16 0.134146341463415 0.0365853658536585 0.00609756097560976 164
"691" "WN" "HOU" "DAL" 11 5 16 0.133891213389121 0.0376569037656904 0 239
"692" "UA" "SFO" "ORD" 8 1 10 0.133757961783439 0.0700636942675159 0 157
"693" "AA" "ORD" "BOS" 12 1 0 0.133689839572193 0.053475935828877 0.0053475935828877 187
"694" "UA" "LAX" "SFO" 10 3 17 0.133333333333333 0.0533333333333333 0 150
"695" "WN" "HOU" "DAL" 6 5 13 0.133333333333333 0.05 0.0111111111111111 180
"696" "WN" "DAL" "HOU" 7 5 17 0.133047210300429 0.0429184549356223 0.00858369098712446 233
"697" "AA" "DFW" "MCI" 12 1 0 0.132947976878613 0.0520231213872832 0 173
"698" "UA" "SFO" "ORD" 7 3 10 0.132911392405063 0.069620253164557 0 158
"699" "WN" "DAL" "HOU" 7 7 19 0.132911392405063 0.0443037974683544 0.00632911392405063 158
"700" "WN" "HOU" "DAL" 10 5 14 0.132743362831858 0.0575221238938053 0.00442477876106195 226
"701" "WN" "HOU" "DAL" 12 4 14 0.13265306122449 0.0408163265306122 0.00510204081632653 196
"702" "WN" "DAL" "HOU" 3 4 15 0.132596685082873 0.0331491712707182 0 181
"703" "UA" "LAX" "SFO" 5 2 10 0.132530120481928 0.0542168674698795 0 166
"704" "UA" "SFO" "ORD" 8 6 10 0.132450331125828 0.0596026490066225 0.00662251655629139 151
"705" "WN" "DAL" "HOU" 6 3 19 0.132450331125828 0.0529801324503311 0.0132450331125828 151
"706" "AA" "DFW" "ORD" 1 4 0 0.132352941176471 0.0808823529411765 0.0110294117647059 272
"707" "NW" "DTW" "MSP" 1 2 15 0.132183908045977 0.0632183908045977 0 174
"708" "NW" "DTW" "MSP" 2 1 15 0.132075471698113 0.0566037735849057 0.00628930817610063 159
"709" "WN" "HOU" "DAL" 5 5 15 0.131868131868132 0.043956043956044 0 182
"710" "UA" "SFO" "LAX" 12 5 9 0.131736526946108 0.0718562874251497 0.00598802395209581 167
"711" "WN" "DAL" "HOU" 6 7 14 0.131736526946108 0.0538922155688623 0.00598802395209581 167
"712" "WN" "DAL" "HOU" 8 5 14 0.131736526946108 0.029940119760479 0 167
"713" "UA" "SFO" "LAX" 12 6 10 0.131578947368421 0.0328947368421053 0 152
"714" "NW" "MSP" "DTW" 12 4 13 0.131455399061033 0.0469483568075117 0.00938967136150235 213
"715" "UA" "LAX" "SFO" 7 3 18 0.13125 0.0625 0.00625 160
"716" "UA" "SFO" "LAX" 8 4 17 0.13125 0.05 0.00625 160
"717" "WN" "DAL" "HOU" 2 4 15 0.13125 0.04375 0 160
"718" "WN" "HOU" "DAL" 12 7 20 0.13125 0.05 0 160
"719" "WN" "DAL" "HOU" 8 3 18 0.131147540983607 0.0382513661202186 0.00546448087431694 183
"720" "WN" "HOU" "DAL" 6 1 16 0.131004366812227 0.0305676855895196 0 229
"721" "WN" "DAL" "HOU" 8 7 16 0.130952380952381 0.0714285714285714 0.00595238095238095 168
"722" "NW" "DTW" "MSP" 6 4 15 0.130890052356021 0.0680628272251309 0.00523560209424084 191
"723" "UA" "SFO" "LAX" 11 3 10 0.130718954248366 0.0522875816993464 0 153
"724" "WN" "HOU" "DAL" 3 1 20 0.130718954248366 0.0392156862745098 0 153
"725" "WN" "HOU" "DAL" 7 5 17 0.130630630630631 0.0630630630630631 0.0045045045045045 222
"726" "WN" "DAL" "HOU" 3 5 17 0.130252100840336 0.0378151260504202 0.00420168067226891 238
"727" "WN" "HOU" "DAL" 7 3 15 0.130177514792899 0.0650887573964497 0.00591715976331361 169
"728" "UA" "ORD" "DEN" 12 3 12 0.12987012987013 0.051948051948052 0 154
"729" "WN" "HOU" "DAL" 10 3 19 0.129411764705882 0.0470588235294118 0.00588235294117647 170
"730" "WN" "DAL" "HOU" 10 5 13 0.129213483146067 0.0337078651685393 0.00561797752808989 178
"731" "WN" "DAL" "HOU" 10 4 17 0.129166666666667 0.0333333333333333 0.00416666666666667 240
"732" "UA" "SFO" "LAX" 10 4 16 0.129032258064516 0.0709677419354839 0.00645161290322581 155
"733" "WN" "HOU" "DAL" 7 3 21 0.129032258064516 0.0580645161290323 0.00645161290322581 155
"734" "NW" "DTW" "MSP" 2 5 15 0.128834355828221 0.049079754601227 0 163
"735" "NW" "DTW" "MSP" 8 3 15 0.128712871287129 0.0594059405940594 0 202
"736" "WN" "DAL" "HOU" 10 3 19 0.128654970760234 0.0584795321637427 0.00584795321637427 171
"737" "WN" "HOU" "DAL" 12 7 17 0.128318584070796 0.0353982300884956 0 226
"738" "AA" "PHX" "DFW" 1 7 0 0.128205128205128 0.0512820512820513 0.00641025641025641 156
"739" "UA" "LAX" "SFO" 7 1 8 0.128205128205128 0.0576923076923077 0 156
"740" "AA" "ORD" "LAX" 1 2 0 0.12807881773399 0.0492610837438424 0.00985221674876847 203
"741" "WN" "DAL" "HOU" 11 4 18 0.128048780487805 0.0304878048780488 0 164
"742" "WN" "HOU" "DAL" 6 1 15 0.128048780487805 0.0487804878048781 0.00609756097560976 164
"743" "NW" "DTW" "MSP" 4 5 15 0.127777777777778 0.0555555555555556 0.00555555555555556 180
"744" "NW" "DTW" "MSP" 12 5 15 0.127659574468085 0.0372340425531915 0.00531914893617021 188
"745" "AA" "ORD" "DFW" 1 3 0 0.127450980392157 0.0718954248366013 0.00980392156862745 306
"746" "UA" "SFO" "LAX" 8 4 18 0.127272727272727 0.0484848484848485 0.0121212121212121 165
"747" "WN" "DAL" "HOU" 11 7 16 0.127272727272727 0.0424242424242424 0.00606060606060606 165
"748" "NW" "DTW" "MSP" 12 1 15 0.12707182320442 0.0497237569060773 0 181
"749" "NW" "DTW" "MSP" 7 3 15 0.126903553299492 0.050761421319797 0.0101522842639594 197
"750" "AA" "SFO" "DFW" 1 7 0 0.126829268292683 0.0634146341463415 0.0048780487804878 205
"751" "UA" "SFO" "LAX" 7 7 11 0.126666666666667 0.0466666666666667 0.00666666666666667 150
"752" "WN" "HOU" "DAL" 8 1 18 0.126666666666667 0.04 0 150
"753" "WN" "DAL" "HOU" 4 3 19 0.126582278481013 0.0506329113924051 0 158
"754" "UA" "SFO" "ORD" 5 5 10 0.126506024096386 0.0542168674698795 0.00602409638554217 166
"755" "WN" "DAL" "HOU" 6 7 16 0.126506024096386 0.0542168674698795 0 166
"756" "WN" "DAL" "HOU" 8 3 19 0.126506024096386 0.0481927710843374 0 166
"757" "UA" "SFO" "LAX" 8 7 18 0.126436781609195 0.0689655172413793 0.00574712643678161 174
"758" "WN" "HOU" "DAL" 10 7 16 0.12639405204461 0.0631970260223048 0.00371747211895911 269
"759" "NW" "DTW" "MSP" 4 1 15 0.126373626373626 0.0549450549450549 0 182
"760" "WN" "HOU" "DAL" 3 5 15 0.126373626373626 0.032967032967033 0 182
"761" "NW" "MSP" "DTW" 1 2 13 0.126262626262626 0.0505050505050505 0.00505050505050505 198
"762" "WN" "HOU" "DAL" 1 3 17 0.126126126126126 0.0225225225225225 0 222
"763" "WN" "HOU" "DAL" 1 4 17 0.126126126126126 0.0315315315315315 0.0045045045045045 222
"764" "UA" "LAX" "SFO" 8 1 17 0.125827814569536 0.0596026490066225 0.00662251655629139 151
"765" "WN" "HOU" "DAL" 6 2 20 0.125827814569536 0.0662251655629139 0.00662251655629139 151
"766" "UA" "LAX" "SFO" 8 3 14 0.125786163522013 0.106918238993711 0 159
"767" "UA" "SFO" "LAX" 5 7 18 0.125786163522013 0.0628930817610063 0.0188679245283019 159
"768" "UA" "SFO" "LAX" 10 3 18 0.125748502994012 0.0479041916167665 0 167
"769" "WN" "HOU" "DAL" 11 2 17 0.125560538116592 0.062780269058296 0 223
"770" "AA" "DFW" "LAX" 1 5 0 0.125506072874494 0.0283400809716599 0 247
"771" "AA" "DFW" "AUS" 12 7 0 0.125 0.0526315789473684 0.0131578947368421 152
"772" "AA" "MIA" "DFW" 12 1 0 0.125 0.0625 0.00568181818181818 176
"773" "AA" "ORD" "DFW" 3 3 18 0.125 0.0592105263157895 0.00657894736842105 152
"774" "AA" "ORD" "DFW" 10 4 18 0.125 0.05 0.0125 160
"775" "NW" "DTW" "MSP" 8 2 15 0.125 0.055 0.005 200
"776" "UA" "LAX" "SFO" 8 3 18 0.125 0.0723684210526316 0.0263157894736842 152
"777" "UA" "SFO" "LAX" 7 7 17 0.125 0.0526315789473684 0 152
"778" "WN" "DAL" "HOU" 7 4 14 0.125 0.03125 0 160
"779" "WN" "DAL" "HOU" 12 7 19 0.125 0.05625 0 160
"780" "WN" "HOU" "DAL" 7 7 16 0.124497991967871 0.0481927710843374 0.00803212851405622 249
"781" "WN" "HOU" "DAL" 11 3 17 0.124463519313305 0.0429184549356223 0.00429184549356223 233
"782" "NW" "DTW" "MSP" 8 6 15 0.124352331606218 0.0621761658031088 0 193
"783" "WN" "DAL" "HOU" 12 7 18 0.124324324324324 0.027027027027027 0 185
"784" "WN" "HOU" "DAL" 10 1 15 0.124324324324324 0.0486486486486487 0.0216216216216216 185
"785" "WN" "DAL" "HOU" 6 5 13 0.124223602484472 0.0248447204968944 0 161
"786" "WN" "HOU" "DAL" 1 7 19 0.124223602484472 0.0186335403726708 0 161
"787" "WN" "HOU" "DAL" 7 2 18 0.124223602484472 0.031055900621118 0 161
"788" "WN" "HOU" "DAL" 8 2 18 0.124223602484472 0.0372670807453416 0 161
"789" "UA" "LAX" "SFO" 12 2 17 0.124183006535948 0.0522875816993464 0 153
"790" "UA" "SFO" "LAX" 8 7 17 0.124183006535948 0.0522875816993464 0 153
"791" "WN" "HOU" "DAL" 6 6 14 0.124183006535948 0.0718954248366013 0.0130718954248366 153
"792" "WN" "HOU" "DAL" 11 2 20 0.124183006535948 0.0326797385620915 0.0065359477124183 153
"793" "WN" "HOU" "DAL" 6 1 17 0.123853211009174 0.036697247706422 0 218
"794" "WN" "DAL" "HOU" 12 5 16 0.123595505617978 0.0449438202247191 0.00561797752808989 178
"795" "WN" "HOU" "DAL" 8 5 15 0.123595505617978 0.050561797752809 0 178
"796" "WN" "HOU" "DAL" 12 7 15 0.123595505617978 0.0393258426966292 0 178
"797" "WN" "DAL" "HOU" 9 4 18 0.123529411764706 0.0705882352941176 0.00588235294117647 170
"798" "WN" "HOU" "DAL" 7 7 18 0.123529411764706 0.0294117647058824 0 170
"799" "WN" "DAL" "HOU" 1 7 19 0.123456790123457 0.0246913580246914 0 162
"800" "AA" "DFW" "ATL" 12 4 0 0.123376623376623 0.051948051948052 0.00649350649350649 154
"801" "AA" "ORD" "DFW" 4 7 18 0.123376623376623 0.0779220779220779 0.00649350649350649 154
"802" "UA" "SFO" "LAX" 4 4 18 0.123376623376623 0.051948051948052 0.012987012987013 154
"803" "WN" "HOU" "DAL" 3 4 16 0.122950819672131 0.0327868852459016 0.00409836065573771 244
"804" "AA" "DFW" "MCI" 1 3 0 0.12280701754386 0.0760233918128655 0 171
"805" "WN" "HOU" "DAL" 10 1 19 0.12280701754386 0.0584795321637427 0.0175438596491228 171
"806" "WN" "DAL" "HOU" 1 5 16 0.122699386503067 0.0552147239263804 0 163
"807" "UA" "SFO" "LAX" 5 4 11 0.12258064516129 0.032258064516129 0 155
"808" "NW" "DTW" "MSP" 7 2 15 0.122549019607843 0.053921568627451 0.00490196078431373 204
"809" "NW" "DTW" "MSP" 1 3 15 0.121951219512195 0.0487804878048781 0 164
"810" "WN" "DAL" "HOU" 11 2 20 0.121794871794872 0.0576923076923077 0.00641025641025641 156
"811" "WN" "HOU" "DAL" 8 2 20 0.121794871794872 0.0705128205128205 0 156
"812" "AA" "ORD" "DFW" 12 4 0 0.121673003802281 0.0304182509505703 0 263
"813" "NW" "MSP" "DTW" 6 6 13 0.121495327102804 0.0373831775700935 0.00467289719626168 214
"814" "AA" "DFW" "LAX" 1 4 0 0.121457489878543 0.0364372469635627 0 247
"815" "NW" "DTW" "MSP" 1 1 15 0.121387283236994 0.0578034682080925 0 173
"816" "WN" "HOU" "DAL" 7 1 15 0.121387283236994 0.046242774566474 0 173
"817" "WN" "HOU" "DAL" 2 3 17 0.121359223300971 0.0388349514563107 0 206
"818" "WN" "HOU" "DAL" 1 7 18 0.121212121212121 0.0424242424242424 0 165
"819" "WN" "HOU" "DAL" 8 2 17 0.121212121212121 0.0562770562770563 0 231
"820" "UA" "LAX" "SFO" 8 7 14 0.121019108280255 0.0828025477707006 0 157
"821" "UA" "SFO" "LAX" 11 3 15 0.121019108280255 0.0382165605095541 0 157
"822" "WN" "HOU" "DAL" 4 1 19 0.121019108280255 0.0700636942675159 0 157
"823" "AA" "LGA" "DFW" 1 3 0 0.12093023255814 0.0418604651162791 0.00930232558139535 215
"824" "WN" "DAL" "HOU" 10 7 16 0.120879120879121 0.010989010989011 0 182
"825" "AA" "SFO" "DFW" 12 6 0 0.120689655172414 0.0517241379310345 0 174
"826" "NW" "MSP" "DTW" 7 3 13 0.120535714285714 0.0625 0.00446428571428571 224
"827" "UA" "SFO" "LAX" 7 5 18 0.120481927710843 0.0783132530120482 0.00602409638554217 166
"828" "WN" "DAL" "HOU" 12 3 17 0.12037037037037 0.0462962962962963 0 216
"829" "WN" "HOU" "DAL" 6 2 17 0.12037037037037 0.0509259259259259 0 216
"830" "UA" "LAX" "SFO" 4 2 10 0.120253164556962 0.0506329113924051 0 158
"831" "UA" "LAX" "SFO" 7 3 17 0.120253164556962 0.0443037974683544 0 158
"832" "UA" "SFO" "LAX" 5 1 17 0.120253164556962 0.0822784810126582 0 158
"833" "UA" "SFO" "LAX" 8 5 14 0.120253164556962 0.0506329113924051 0 158
"834" "WN" "DAL" "HOU" 4 5 13 0.120253164556962 0.0316455696202532 0.00632911392405063 158
"835" "AA" "DFW" "ORD" 1 2 0 0.12 0.04 0 275
"836" "UA" "LAX" "SFO" 5 4 18 0.12 0.0866666666666667 0 150
"837" "UA" "ORD" "DEN" 7 3 12 0.12 0.0666666666666667 0.0133333333333333 150
"838" "UA" "SFO" "LAX" 7 2 11 0.12 0.0733333333333333 0.00666666666666667 150
"839" "UA" "SFO" "LAX" 8 3 18 0.12 0.0666666666666667 0.0133333333333333 150
"840" "WN" "DAL" "HOU" 12 7 20 0.12 0.0466666666666667 0 150
"841" "AA" "LGA" "ORD" 1 5 0 0.119815668202765 0.0645161290322581 0.00460829493087558 217
"842" "WN" "DAL" "HOU" 2 7 18 0.119760479041916 0.0658682634730539 0 167
"843" "WN" "DAL" "HOU" 6 7 15 0.119760479041916 0.0179640718562874 0 167
"844" "WN" "DAL" "HOU" 10 3 20 0.119760479041916 0.0359281437125748 0 167
"845" "AA" "LAX" "ORD" 1 7 0 0.119565217391304 0.0489130434782609 0.00543478260869565 184
"846" "AA" "MIA" "DFW" 12 3 0 0.119496855345912 0.050314465408805 0.00628930817610063 159
"847" "AA" "ORD" "DFW" 5 2 18 0.119496855345912 0.0440251572327044 0 159
"848" "UA" "SFO" "LAX" 8 2 17 0.119496855345912 0.0628930817610063 0.00628930817610063 159
"849" "UA" "SFO" "LAX" 10 7 17 0.119496855345912 0.0566037735849057 0.00628930817610063 159
"850" "UA" "SFO" "LAX" 11 2 18 0.119496855345912 0.0440251572327044 0.00628930817610063 159
"851" "WN" "DAL" "HOU" 4 1 19 0.119496855345912 0.050314465408805 0 159
"852" "WN" "HOU" "DAL" 2 4 16 0.119469026548673 0.0265486725663717 0 226
"853" "AA" "ORD" "LAX" 1 1 0 0.119402985074627 0.0398009950248756 0 201
"854" "AA" "DFW" "LGA" 1 5 0 0.119266055045872 0.0321100917431193 0 218
"855" "UA" "LAX" "SFO" 4 4 17 0.119205298013245 0.0662251655629139 0.0198675496688742 151
"856" "WN" "DAL" "HOU" 9 4 21 0.119205298013245 0.0728476821192053 0.00662251655629139 151
"857" "WN" "DAL" "HOU" 6 4 16 0.119047619047619 0.0416666666666667 0 168
"858" "WN" "HOU" "DAL" 12 2 17 0.118942731277533 0.013215859030837 0.00881057268722467 227
"859" "NW" "DTW" "MSP" 9 5 15 0.118918918918919 0.027027027027027 0 185
"860" "AA" "ORD" "LGA" 12 7 0 0.11875 0.0625 0 160
"861" "UA" "LAX" "SFO" 8 5 14 0.11875 0.05 0 160
"862" "WN" "DAL" "HOU" 7 2 20 0.11875 0.05 0.0125 160
"863" "WN" "HOU" "DAL" 7 1 19 0.11875 0.05625 0.00625 160
"864" "AA" "DFW" "LGA" 12 2 0 0.11864406779661 0.0423728813559322 0 236
"865" "NW" "DTW" "MSP" 3 2 15 0.11864406779661 0.0451977401129944 0.00564971751412429 177
"866" "UA" "SFO" "LAX" 10 1 18 0.11864406779661 0.0225988700564972 0 177
"867" "WN" "HOU" "DAL" 3 4 15 0.11864406779661 0.0338983050847458 0.00564971751412429 177
"868" "UA" "LAX" "SFO" 7 7 17 0.118421052631579 0.0723684210526316 0.00657894736842105 152
"869" "UA" "LAX" "SFO" 10 4 15 0.118421052631579 0.0592105263157895 0 152
"870" "UA" "SFO" "LAX" 3 3 18 0.118421052631579 0.0592105263157895 0 152
"871" "WN" "DAL" "HOU" 2 4 16 0.118421052631579 0.0592105263157895 0.00657894736842105 152
"872" "WN" "HOU" "DAL" 7 7 21 0.118421052631579 0.0197368421052632 0.00657894736842105 152
"873" "UA" "SFO" "ORD" 5 4 10 0.118343195266272 0.0591715976331361 0.0118343195266272 169
"874" "WN" "DAL" "HOU" 6 2 18 0.118343195266272 0.0414201183431953 0.0118343195266272 169
"875" "WN" "HOU" "DAL" 12 3 12 0.118343195266272 0.0177514792899408 0 169
"876" "AA" "DFW" "ATL" 12 1 0 0.118279569892473 0.0645161290322581 0 186
"877" "AA" "DFW" "IAH" 12 1 0 0.118012422360248 0.062111801242236 0 161
"878" "WN" "DAL" "HOU" 7 2 19 0.118012422360248 0.0496894409937888 0 161
"879" "NW" "DTW" "MSP" 3 4 15 0.117977528089888 0.050561797752809 0.0168539325842697 178
"880" "WN" "DAL" "HOU" 1 7 18 0.117977528089888 0.0280898876404494 0 178
"881" "WN" "HOU" "DAL" 4 4 16 0.117886178861789 0.032520325203252 0 246
"882" "AA" "LAX" "DFW" 1 7 0 0.117647058823529 0.0352941176470588 0 255
"883" "AA" "LGA" "DFW" 1 1 0 0.117647058823529 0.0267379679144385 0.0053475935828877 187
"884" "AA" "MCI" "DFW" 12 3 0 0.117647058823529 0.0457516339869281 0.0065359477124183 153
"885" "UA" "LAX" "SFO" 10 2 15 0.117647058823529 0.0196078431372549 0 153
"886" "UA" "LAX" "SFO" 10 7 18 0.117647058823529 0.0457516339869281 0 153
"887" "UA" "SFO" "LAX" 10 3 16 0.117647058823529 0.0326797385620915 0 153
"888" "WN" "HOU" "DAL" 4 3 17 0.117647058823529 0.0497737556561086 0 221
"889" "WN" "HOU" "DAL" 7 4 21 0.117647058823529 0.0326797385620915 0 153
"890" "WN" "HOU" "DAL" 9 1 19 0.117647058823529 0.0392156862745098 0 153
"891" "WN" "HOU" "DAL" 11 4 17 0.117647058823529 0.0343137254901961 0 204
"892" "WN" "HOU" "DAL" 12 7 18 0.117647058823529 0.0588235294117647 0 170
"893" "WN" "HOU" "DAL" 7 5 16 0.117408906882591 0.0404858299595142 0 247
"894" "WN" "DAL" "HOU" 7 4 17 0.117391304347826 0.0304347826086957 0 230
"895" "NW" "MSP" "DTW" 1 7 13 0.11734693877551 0.0663265306122449 0 196
"896" "NW" "MSP" "DTW" 2 7 13 0.11731843575419 0.0223463687150838 0 179
"897" "WN" "DAL" "HOU" 3 2 19 0.117283950617284 0.0432098765432099 0.00617283950617284 162
"898" "WN" "HOU" "DAL" 6 4 14 0.117073170731707 0.0487804878048781 0.0048780487804878 205
"899" "AA" "DFW" "DEN" 1 4 0 0.116959064327485 0.0526315789473684 0.00584795321637427 171
"900" "AA" "MCI" "DFW" 12 7 0 0.116883116883117 0.051948051948052 0 154
"901" "UA" "DEN" "ORD" 10 1 12 0.116883116883117 0.0649350649350649 0.012987012987013 154
"902" "UA" "SFO" "LAX" 1 4 9 0.116883116883117 0.0324675324675325 0 154
"903" "WN" "HOU" "DAL" 3 1 19 0.116883116883117 0.0194805194805195 0 154
"904" "AA" "ORD" "BOS" 1 2 0 0.116564417177914 0.0674846625766871 0.00613496932515337 163
"905" "UA" "SFO" "LAX" 5 2 18 0.116564417177914 0.0552147239263804 0 163
"906" "UA" "SFO" "LAX" 9 7 18 0.116564417177914 0.0429447852760736 0.00613496932515337 163
"907" "WN" "DAL" "HOU" 7 3 14 0.116564417177914 0.0552147239263804 0 163
"908" "WN" "HOU" "DAL" 2 5 13 0.116564417177914 0.0122699386503067 0 163
"909" "WN" "HOU" "DAL" 9 4 15 0.116279069767442 0.063953488372093 0.0116279069767442 172
"910" "NW" "DTW" "MSP" 5 3 15 0.116161616161616 0.0454545454545455 0.00505050505050505 198
"911" "AA" "ORD" "DFW" 10 3 18 0.116129032258065 0.0451612903225806 0 155
"912" "UA" "LAX" "SFO" 7 3 14 0.116129032258065 0.0709677419354839 0.00645161290322581 155
"913" "UA" "LAX" "SFO" 7 5 8 0.116129032258065 0.0451612903225806 0 155
"914" "UA" "SFO" "LAX" 4 7 18 0.116129032258065 0.0580645161290323 0 155
"915" "AA" "DFW" "MIA" 1 4 0 0.116022099447514 0.0386740331491713 0 181
"916" "NW" "DTW" "MSP" 6 2 15 0.115789473684211 0.0631578947368421 0.0105263157894737 190
"917" "AA" "ORD" "DFW" 1 7 0 0.115671641791045 0.0522388059701493 0.00373134328358209 268
"918" "WN" "DAL" "HOU" 12 4 15 0.115606936416185 0.0404624277456647 0 173
"919" "UA" "LAX" "SFO" 8 1 14 0.115384615384615 0.032051282051282 0 156
"920" "UA" "SFO" "LAX" 1 2 9 0.115384615384615 0.032051282051282 0 156
"921" "UA" "SFO" "LAX" 12 1 10 0.115384615384615 0.0384615384615385 0 156
"922" "WN" "HOU" "DAL" 10 4 16 0.115384615384615 0.0538461538461538 0.00384615384615385 260
"923" "AA" "ATL" "DFW" 1 1 0 0.115151515151515 0.0424242424242424 0 165
"924" "AA" "DFW" "DCA" 12 2 0 0.115151515151515 0.0484848484848485 0.0121212121212121 165
"925" "AA" "DFW" "SAT" 1 4 0 0.115151515151515 0.0121212121212121 0 165
